gene_id	gene_length	counts
46358	1254	1947
46562	1986	10143
47131	631	370
47660	1638	99
48049	1823	1124
48127	1093	401
48557	1387	4021
49497	726	1185
49616	1219	1494
50034	1289	835
50764	833	743
50807	1753	57
51115	514	9
51364	1360	868
51720	1490	13529
52185	1411	5124
52709	1067	355
52819	1399	527
52865	791	99
53513	2189	135
53519	3247	2066
53827	403	10
53860	633	167
53935	1932	2167
54608	1403	549
55729	522	0
55951	3946	6496
56834	2485	143
56852	1817	4107
56895	851	53495
57099	620	1122
57431	842	1
57492	1200	106
57619	2084	162
57925	2078	9648
58487	361	18
59228	1753	8707
59421	2120	336
60088	814	15307
60560	648	132
61085	917	239
61120	1570	236
61485	1373	18
61515	915	2
61778	833	0
61803	854	31
61901	1869	931
61968	923	1380
61990	914	0
62311	1770	243
62460	1467	503
62524	1551	9735
62737	2947	7239
63190	721	19
63306	901	5974
63776	541	5685
63894	837	239
64098	2500	2786
64260	977	43
64496	685	0
64725	875	2742
64836	814	13592
64988	998	18
65230	962	930
65664	1894	59989
66054	2417	4594
66147	1124	114
66227	524	79
66236	426	646
66524	907	265
66862	2377	1739
66931	1249	294
67372	620	383
67426	696	2
68146	2993	381
69637	1419	721
70216	3741	1211
70695	933	13
70780	633	2297
71656	1264	1365
73733	872	179
74041	1083	65
76814	751	275
77125	4326	2587
77311	804	1501
77410	915	41
77463	2500	5553
77493	950	93
77860	945	2566
78076	1650	27235
78298	884	32
79017	431	1274
79055	3504	5130
79152	1187	14236
79423	1025	828
79484	419	0
79611	781	25
79614	602	12
80004	1080	625
80322	3187	217
80851	2144	906
81060	888	430
81204	1415	390
81322	1489	471
81431	2036	161
81589	1265	10396
81856	2331	497
81923	762	280
82419	1667	2982
82882	1925	3383
83229	1047	34
83405	755	297
84597	946	42
84839	963	3270
85022	1527	86
85185	1295	25653
85848	2283	1533
85957	2835	2584
85986	825	942
86043	1078	340
86084	2318	265
86163	714	117
86225	537	72
86275	3286	1229
86458	986	1699
87100	2941	2020
87107	1970	3352
87549	2268	278
87561	624	58
88121	1035	1252
88790	1355	1654
88847	2027	15124
88928	2599	2199
90483	1894	1908
90709	1860	60
92404	1299	1101
92974	2951	1053
92975	729	0
93336	643	46
93973	728	55
94534	944	17
94570	481	0
94603	1288	0
94645	1074	0
94655	687	4
94921	660	124
95081	1534	66
95254	1056	0
95255	1651	0
95267	1226	21
95903	868	85
96017	517	2
96272	1175	299
96395	1708	1604
96450	2324	36
97216	538	44
97244	795	10
97536	804	476
98778	693	227
99102	1736	11291
99245	1316	114
99513	1117	267
99514	1390	2100
99792	473	75
100007	1510	211
100734	1773	1917
100790	847	116
100806	1794	111
101273	1516	1571
101510	1855	2376
101596	711	57
101696	1190	11044
102069	1380	388
102088	1563	7460
102196	916	16
102442	895	61
102546	2178	61
102693	502	18
102785	1034	18
102789	2371	3810
102862	1910	3364
103432	1758	0
103453	567	0
103548	979	8827
103662	836	27
103673	671	2020
103838	504	0
104228	1410	16618
104262	1376	3917
104263	1275	5185
104427	1936	0
104751	580	6
104865	1543	146
105041	624	0
105705	736	0
106293	1215	62
108660	1372	338
109582	424	296
110016	2063	220
110132	795	27
110412	2068	440
111419	610	1144
111569	728	100
111805	1722	1038
112169	748	111
112358	1003	396
112677	1217	796
112918	607	707
112947	3069	2708
112948	440	281
113292	926	0
113618	1037	1008
114312	1289	29
114317	1774	352
114333	950	0
114356	1698	6478
114980	754	20
115014	658	4
115147	1991	4732
115533	623	6
115624	445	6
115690	1233	271
115723	898	13
115724	1150	51
115829	1340	256
116338	442	1
117190	437	5
117267	1675	176
117358	2136	86
117894	1263	258
118702	698	0
118759	955	4
118824	384	0
118921	1863	6
120091	626	849
120346	675	106
120861	1317	783
122138	1539	841
122311	920	122
122379	1085	50
122701	772	161
122856	1041	187
122966	798	159
122969	939	165
122982	694	38
123264	1872	15
123271	1145	1404
123662	1786	0
123715	779	0
123748	1370	0
124757	1004	2
125660	1515	0
125935	1926	52931
126527	839	4
126625	973	105
126637	2001	8439
126671	1062	134
126950	681	50
127234	1569	633
127346	1429	199
127348	814	7
127361	1294	0
127466	1423	403
127507	1276	171
127853	1792	89
127890	1787	188
128682	821	601
129617	2115	3561
129966	1209	80
130072	779	45
130133	1680	115
130507	1482	1042
130971	471	29
131092	1201	993
131176	1407	2412
131443	1385	230
132604	1294	219
132650	1378	379
132862	1998	4771
133154	2135	119
133379	1079	89
133463	468	31
133503	2260	279
133546	604	2237
133559	1255	38
133737	939	1135
133742	2331	1416
133861	1128	2112
133863	1267	5
133868	2176	65
134389	2715	278
134468	884	224
134698	808	0
134859	1130	1632
134922	1270	711
134981	527	350
135043	760	35
135200	1446	5
135303	650	60
135343	2844	1031
135677	3169	3426
135715	1593	603
135778	1810	433
135779	1465	161
135949	1974	370
136007	1113	0
136061	1124	3115
136151	2205	307
136281	755	42
136398	587	6
136923	2434	469
137260	1188	259
137294	2327	1299
137369	2082	6361
137389	1889	1361
137490	466	10
137629	1245	0
137771	914	310
137782	451	35
137899	1826	22
137905	736	112
137999	529	79
138029	1031	901
138063	736	0
138294	923	0
138307	1063	149
138323	971	853
138324	1013	533
138454	1372	101
138575	1400	31381
138586	701	6625
138660	687	17
138889	2347	235
139152	4347	9103
139358	836	164
139372	1362	349
139490	413	583
139941	950	29
139999	1288	152
140178	1066	303
140509	2847	6251
140569	762	9
140698	1299	781
141248	866	50
141278	2094	459
141692	1877	4416
142913	1187	1133
143146	2503	4436
143218	407	0
143228	5475	7093
143979	1149	128
144120	1426	146
144227	396	0
144294	1677	335
144590	1429	6
144761	1081	0
144942	1010	34
145159	1190	41
145252	2644	2891
145277	960	49
145328	1088	3
145358	1298	5
145673	976	2
145949	870	52
146025	1494	264
146368	1457	93
146392	933	154
146560	3119	567
147174	2135	2661
147606	1215	53
147903	2378	7518
148306	1273	2286
148308	1941	140
148353	817	18895
148704	1637	6
149061	642	267
149285	1301	14
149612	543	122
149685	1355	209
149749	757	374
149995	704	0
150035	1184	0
150202	1258	546
150679	2794	2516
150718	873	792
150836	2371	3898
150991	645	150
151152	660	12
151164	747	13
151173	1601	232
151174	1345	45
151206	421	0
151513	538	51
151618	2775	766
151863	491	453
151922	2412	1722
152003	3860	1296
152027	891	0
152143	1982	169
152907	547	0
152963	977	0
152995	1194	0
153011	1303	0
153077	471	0
153083	1585	219
153120	1356	82
153258	1357	605
153348	1832	556
153369	1415	748
153458	1545	182
153678	1320	68
153849	801	554
153963	841	70
154359	1570	1427
154566	1780	0
154594	489	0
154682	1345	80
154879	1297	67
155594	2655	856
155791	1630	28
155875	1079	303
155947	864	108
156440	1815	1247
156540	453	0
156549	1508	808
156585	341	0
156839	886	20
156882	585	31783
157160	1439	162
157481	977	33
157547	889	0
157618	812	1365
157657	1710	153
157799	900	356
158047	1301	154
158201	3392	7963
158257	900	424
158478	831	83
160077	3093	529
160212	1962	4
160391	762	254
161053	1855	500
161447	1025	9
161453	1393	0
161458	1455	274
161459	441	47
161663	425	0
161769	1712	366
161875	2482	9276
162253	2958	0
162331	526	0
162450	834	470
162858	977	398
163250	1645	20
163421	756	0
163540	2224	50
164951	3057	14513
165033	895	2706
165878	877	707
166012	954	180
166182	590	93
166510	1775	123
166620	489	6
166667	2005	2295
166697	2205	4511
166891	1748	4232
167228	1374	72
167487	3096	3948
167644	1647	8060
168305	1413	325
168838	2119	12709
169169	485	0
169811	1972	694
169901	1833	8587
170121	3867	5199
170122	1822	47524
170644	2535	807
170790	1175	3371
171166	1950	435
171621	1840	255
172093	1256	173
172406	642	165
172562	539	0
172861	2870	2930
173799	654	32
173843	1141	7178
174432	505	98
174619	1219	680
174639	552	0
174741	915	1
175065	1471	132
175102	650	18
175384	1108	12
175559	709	209
175906	897	0
175935	2292	631
176101	733	47
176234	1899	0
176274	309	45
176280	1052	172
176346	655	234
176571	1341	200
176646	892	142
176874	1012	301
177047	704	233
177048	906	39
177431	521	235
177658	831	322
177662	807	40
177704	898	261
177779	1857	328
178121	397	0
178202	1608	105
178292	511	0
178333	1126	123
178334	716	344
178345	1448	5317
178458	940	191
178694	840	10
179068	1678	1227
179084	525	0
179086	681	158
179088	1636	477
179583	935	0
179640	1288	4
179654	780	317
180068	1700	34
180101	3903	4225
180579	1080	54100
181092	1472	0
181129	2140	1241
182038	1048	77
182509	1933	3263
182778	1274	6148
183790	642	1
184000	949	1924
184246	1268	907
184469	2093	695
184771	920	233
184846	2313	2973
185041	1006	0
185074	930	0
185158	1349	1501
185236	792	0
185298	1023	0
185303	1935	222
185715	1191	390
185731	969	0
185753	1562	70
186215	997	0
186274	632	0
186280	6705	18691
186541	999	344
186578	838	4
187339	998	67
187354	1175	170
187590	964	583
187802	861	2350
187923	984	410
187960	1335	1086
187961	1372	836
188002	1750	16551
188117	1300	2030
188282	1984	677
189120	2569	1337
189121	962	185
189762	736	108
189991	1178	103
190427	545	115
190448	2061	140
190709	635	164
190839	1752	2432
191059	558	263
191262	1743	5140
191380	697	886
191701	847	1791
192949	693	522
193283	962	832
193379	404	59
193549	691	118
193663	846	52
193883	2481	8274
193987	327	5
194004	2824	1241
194062	454	28
194089	1090	7
194150	1181	0
194182	2206	32
194387	976	82
194520	640	2
194523	867	72
194689	1575	194
194697	662	0
194834	1236	25
194913	1702	112
194930	1424	0
195005	854	287
195195	1541	0
195422	1472	49
195433	418	25
195539	1662	109
195595	1520	4
195653	459	1
195764	525	414
195825	1685	24
195876	965	2
195887	679	0
195961	745	0
195973	787	22
196164	1157	476
196240	1435	0
196365	1601	7188
196446	1801	22
196514	1251	139
196611	1106	126
196782	537	74
196824	953	194
196898	1452	187
197250	1014	8
197322	931	0
197411	1559	47
197471	818	36
197582	1919	160
197781	489	0
198007	699	184
198448	1223	479
198533	1103	80
198589	1272	37
198639	625	1
199096	1853	414
199099	1511	0
199364	1475	351
200308	1649	11
200364	1246	0
200378	1768	0
200789	2201	22
201265	1650	149
201322	630	23
201669	577	117
201978	748	207
203171	684	54
203430	1764	72
203645	1016	4
203664	947	0
203694	862	0
203737	860	12
203812	551	422
204430	882	28871
204526	511	0
204566	1380	4325
205243	1415	0
205801	981	1007
205818	1951	0
205850	999	0
206593	1296	1622
207505	3717	1020
207604	618	77
208501	2013	260
208516	1535	233
208790	1773	292
209049	1491	1100
209053	538	0
209162	1212	797
209398	522	0
209662	412	0
210890	1185	0
212166	1487	1392
212491	984	3
213312	968	3
213406	1820	1483
213624	665	81
213636	460	0
213708	1806	152
213725	529	15
213728	817	6
213750	901	43
213805	1036	2
213978	946	9
213987	1164	0
214135	1425	1394
214193	920	927
214602	695	29
214659	931	3
214891	823	38
214998	1401	111
215104	832	0
215161	2279	2500
215162	1740	574
215235	1400	0
215322	1142	640
215489	1026	36
215557	545	49
215802	1870	172
216164	1068	260
216306	899	0
216378	1110	0
216427	524	0
216432	430	0
216644	880	8
216764	1730	0
217291	1074	0
217446	640	0
217571	1164	1282
217628	2973	3584
217642	583	75
217695	1701	223
217715	876	0
217721	1954	183
218294	2373	0
218347	657	0
218442	2560	1027
218832	2241	678
218928	2419	0
219084	855	31
219117	659	663
219151	1355	4
219201	789	0
219202	513	0
219411	1231	1
219445	990	53
219875	1288	27720
219884	3169	1016
220191	519	0
220203	603	0
220356	1215	79
220437	851	277
220465	778	286
220581	625	0
220593	1202	3131
220880	2338	335
220929	809	238
220936	1844	400
220964	706	73
221055	897	63
221089	1017	0
221601	579	29
223145	1825	4294
224149	501	179
224160	663	55
224260	2898	2355
224397	1876	297
224609	818	189
224739	1180	85
224822	1247	1119
225031	1541	1872
225110	2599	509
225387	2345	3850
226660	870	199
227205	655	3694
227374	1440	20
228114	1012	66
228274	1386	1642
228443	1227	228
228956	870	113
229010	3108	2865
229328	1951	749
230047	915	122
231040	784	284
231045	430	24
231171	1852	214
232217	822	173
232494	2652	2095
232835	815	160
233380	759	67
234086	1296	37760
234210	2466	1959
234792	513	3854
235623	1062	13074
236023	367	53
236113	796	3043
236576	2556	9159
236770	1866	655
237012	1679	4046
237804	602	200
237927	1110	1782
238130	943	747
238188	795	299
238364	1293	1266
238454	649	32
238494	489	6
238816	1686	800
238950	2521	4854
241422	497	9888
241780	921	4909
241899	372	771
242620	1128	289
242836	1159	56489
242971	3084	2334
243265	804	23289
243569	1264	9396
243613	965	99
243678	2026	1200
243816	772	62
243948	1382	434
244170	1223	234
244185	1654	857
244210	2072	774
244225	919	196
244540	938	77
245109	913	46
245366	918	0
245605	944	124
245606	768	394
245623	464	13
245625	1090	469
245780	1276	1506
246233	1328	30
246324	935	0
246813	478	45
246880	946	2730
247050	1308	396
247075	395	0
247122	871	0
247231	2080	349
247929	876	209
248082	938	10
248157	2157	984
248234	853	0
248392	806	1239
248569	892	780
248716	778	7
249471	426	0
249783	923	0
249828	601	49
250423	935	7
250635	970	419
250674	797	0
250680	621	445
250694	1264	0
251143	764	96
251194	1010	0
251392	1467	124
251661	1210	0
252057	4610	1774
252071	1955	17
252112	1415	21
252267	1985	0
252300	798	0
252301	583	0
252378	514	123
252782	2345	894
252912	713	0
253563	1285	369
253699	582	114
253826	3300	782
254211	886	0
254245	2557	905
255196	1187	0
255200	1059	0
255475	645	10895
255550	1379	3
255567	759	0
255819	1394	849
255915	1034	30
256064	584	53
256159	780	255
256432	1311	346
256745	1332	68
256988	883	246
257003	807	51
257029	906	0
257110	1205	15340
257294	3216	7709
257584	1262	9867
257715	2207	0
257895	1058	56
258857	1412	869
258898	1297	1049
258914	1312	0
259244	1809	208
259525	1239	81
260181	882	25
260208	821	25
260229	1100	139
260556	693	9
260557	944	56
260596	897	126
260747	1165	772
260885	1736	1358
260911	896	1001
260964	487	99
261121	937	69
261225	980	20
261252	631	0
261301	989	13
261367	995	343
261383	933	731
261923	1311	234
262065	847	0
262155	890	234
262365	984	173
262530	1348	621
262990	1131	141
263014	1328	884
263020	1506	1502
263598	931	127
263688	1629	96
263710	1176	3360
263775	1584	144
263903	872	59
264081	1497	51
264412	964	137
264487	857	59
264574	1128	72
264888	757	505
265029	981	154
265172	569	33
265246	932	89
265360	676	8
265582	1718	201
265831	1996	149
266527	1117	21
266560	1128	757
266648	1454	5168
266678	2922	8783
266803	1251	58
267121	907	115
267438	1566	31
268202	1116	2642
268488	1083	1082
269949	802	211
270831	1018	4534
271390	473	2243
271666	874	24
271706	1615	1874
271889	1566	229
271998	1126	2170
272398	2674	787
272462	1676	870
273153	708	104
273374	983	559
273500	921	28
273530	1310	2540
273569	898	22
273591	1056	4567
273931	1093	151
274000	1190	750
274269	720	1637
274745	1489	3856
276024	1792	2360
276030	1119	315
276121	1186	228
276229	1314	189
276256	844	47
276296	996	28
276305	1077	9
276352	719	38
276450	1270	173
276910	2301	286
277429	1060	127
277430	1031	55
277439	1542	47
277470	1758	3836
277813	1006	99
278054	1510	41
278101	1524	157
278208	699	3
278399	1307	1106
278967	1317	606
279551	782	69
279687	3414	314
279807	528	0
279852	1074	7
279854	896	4
279857	903	12
279932	1017	140
279948	608	0
279952	880	0
280361	511	25
280688	714	7
280789	1019	4
280850	849	1
280889	875	0
280943	938	2
280963	944	0
281121	930	1
281213	1013	0
281227	1047	10
281245	369	0
281259	1584	10
281264	823	5
281299	2196	108
281350	1076	0
281596	1065	0
281960	2193	1079
282238	1107	0
282245	872	0
282653	738	0
282931	459	0
283301	588	159
283936	1016	365
284233	1887	0
284483	791	160
284484	1962	551
284667	3598	289
284705	510	922
284707	2471	2257
284829	4121	1309
285009	1248	9247
285759	1119	5681
286700	1597	2390
286848	1104	58
287855	855	35
287866	771	68
287992	871	62
288032	562	0
288281	544	65
288331	793	22
288339	1772	126
288370	966	15
288674	2944	5008
288679	911	20467
289278	2850	567
289306	1073	787
290797	761	112
290842	7084	631
291121	6048	10334
291257	2141	360
291464	376	0
292345	1792	1405
292389	1828	524
292719	1892	2789
292749	1484	22
293001	335	4920
294150	901	247
294234	1357	125
294271	2035	195
294442	950	172
294468	923	52
294887	1951	424
296209	936	120
296315	913	1793
296500	809	0
296844	1102	364
297355	744	6
298193	1429	0
298217	898	168
298236	563	21
298615	819	548
298649	1846	1245
298872	1057	0
299373	1225	2
299533	475	566
300726	842	99
300774	447	111
301385	2064	2102
301669	1321	1530
301830	835	4
301833	1486	3265
301901	1331	179
302216	905	789
302706	963	1107
302786	860	10589
303989	437	538
304404	1172	2382
304660	386	111
304674	1640	4112
304980	1997	1857
305268	733	9
305371	1045	25
305376	927	76
305496	1118	40
305497	946	8
307150	747	0
307183	416	0
307567	1358	88
307866	913	496
308033	1347	7438
308649	582	211
308875	1110	103
308945	1285	272
308987	1044	522
309031	1147	61
309158	381	74
309291	387	33
309396	878	836
309635	2857	5112
309723	653	0
309881	1654	2008
310254	878	0
310379	1065	0
310703	1263	0
310713	1164	0
310718	950	0
310773	1606	6155
310900	557	0
310925	1389	196
311030	2073	0
311188	925	0
311292	665	2
311429	1226	88
311895	2236	115
311945	1793	48
311971	1883	36
312038	918	89
312838	2247	431
313231	925	0
313632	755	305
313948	2265	0
314144	1145	0
314430	523	6
314498	786	0
314521	627	0
314664	936	14
314972	1463	3
315237	830	484
315455	658	0
317515	1459	682
318800	1168	86
318893	1083	1283
319572	1320	34
319957	725	76
320561	1152	29895
320597	1204	381
321219	524	1
321240	811	93
321381	558	208
321514	532	7085
321668	767	0
321708	1094	19
321877	1003	15
322851	423	0
323078	777	0
323128	1620	0
323374	2104	0
323645	1514	439
323798	2260	1030
324200	1563	58
324231	457	0
324418	1772	0
324918	1565	0
325238	793	9
326207	1042	215
326661	896	0
326705	2030	53
327044	1344	490
327454	1773	0
327826	1027	3
328229	720	221
328915	914	0
328916	842	3
330279	1302	169
330946	1024	10
331378	2615	2668
331726	1253	683
332060	2115	733
332201	572	0
332706	743	0
332874	891	50
332911	724	0
332950	767	2
333015	1605	379
333050	1170	85
334242	1223	0
334612	1794	264
335160	1632	387
335264	893	263
335412	1307	1003
335613	780	0
335729	978	0
335741	639	7
335926	605	8
336040	1652	1861
336125	2093	0
336690	954	1252
337150	1282	62
337206	705	0
337275	1289	27
337364	885	14
337733	1439	1481
337766	2247	3093
337785	1878	2289
338432	1712	1002
338433	1747	33
338621	996	713
338860	1654	281
338926	1952	8392
340993	1899	2985
341548	1269	796
341724	1954	586
341817	725	90
343002	884	1
343277	859	329
343378	780	234
345308	2160	2673
345532	2190	229
345607	2295	1009
345685	1738	108
346059	1636	25997
346103	1282	806
346307	1556	78575
346659	2798	34819
346791	914	13013
347655	1646	4604
347683	411	3055
349030	1695	6232
349074	2756	14568
349427	1218	1201
349781	2007	56
352148	3944	429
352299	2070	1213
353024	1931	8508
353807	2132	247804
354003	1203	2385
354125	1256	1606
354576	1403	13625
355193	426	0
355691	707	15
355737	1688	157
355793	1202	1698
356230	3010	10664
356870	797	244
357309	760	45
357360	564	3165
357534	1966	288
357819	446	64
357881	741	20
358084	728	52
358173	586	0
358603	997	10
358862	2071	4
359028	949	0
359244	734	0
359258	527	0
359353	920	0
359391	1736	46
359590	2010	682
359876	849	252
360543	1537	136
360766	1412	0
360781	844	212
360911	791	11
360989	732	0
361053	1335	16
361055	865	80
361099	811	0
361196	1105	8
361212	1003	0
361275	1487	420
361276	2300	1676
361321	956	0
361323	2217	23
361341	660	6
361641	1087	43
361678	836	80
361942	632	1459
362073	1101	122
362155	2309	3970
362527	580	12
362666	1798	853
362703	2355	132
362834	523	0
363033	459	38
363060	867	0
363088	1312	160
363186	2555	3632
363191	571	0
364063	1380	130
364079	2364	400
364097	991	71
364175	1575	6
364526	3279	12067
366639	1854	1198
366706	841	1845
366709	700	27
367136	933	29
367352	1070	891
367406	752	11
367546	1549	0
367563	1047	26
367609	1167	288
367612	575	6
368105	1086	547
368135	1235	1557
368187	2134	44
368737	936	739
368936	2700	174
368952	1991	388
369023	1218	0
369302	895	6
369367	829	30
369452	610	10
369568	1537	314
370308	3050	3437
371135	1620	268
371175	1327	594
371609	1214	46
371618	695	138
371865	793	110
371895	731	8
372116	549	0
372204	742	31
372445	2469	1473
372933	1603	1423
372946	1062	85
372979	1146	107
373113	832	339
373146	780	382
373176	925	56
373220	1693	371
373335	1142	444
373494	750	619
373756	1031	65886
374010	1246	531
374664	2505	303
374682	1115	109
374930	2973	3408
374960	2301	839
375318	2691	5333
375351	1339	3373
375474	1003	353
375591	1593	1002
376024	1900	188
376152	2005	108
376153	1561	32
376228	3123	115
376480	1316	4
376530	1410	6
376586	1011	213
377165	948	55
377291	2232	85
377360	953	44
377473	674	0
377652	935	49
377770	674	58
377842	883	818
377884	874	5
377987	2393	189
378389	1511	1073
379330	1528	258
379612	1176	300
380203	2143	7584
380352	983	0
380880	1005	1128
381444	2512	668
381728	1065	0
382020	966	0
382277	1568	6363
382732	375	127
383247	1007	3445
383488	1303	3952
385194	2612	166
385590	1634	1534
385634	1171	95
385798	1534	2062
385847	653	66
386311	661	14
386408	1830	1593
386409	4415	8012
386697	1626	5
387942	1655	568
389071	1595	4412
389169	1922	17336
389345	555	37
389357	2819	2780
389566	2060	419
389633	842	723
389825	1975	1907
390256	797	7295
390705	1894	791
390770	1452	1110
391421	769	90
392321	1286	1649
392372	1770	277
392441	1076	11679
392559	1632	692
392802	1632	2313
394530	1424	439
395831	759	75
395879	741	0
395886	1368	1582
397171	2435	2918
397685	1704	987
398256	1101	53
399298	854	8479
399343	568	128
399877	605	5981
400971	1674	3441
401814	1294	205
403079	1094	0
403166	443	758
403605	1666	18
404584	1127	149
404827	670	89
404957	1125	4450
405202	1235	630
405208	3512	7977
405839	1490	1230
405863	2371	2865
405971	590	8468
406771	1303	440
406830	1564	162
408237	647	167
409207	952	2186
409208	1101	935
410678	2734	4889
413229	1576	18601
413324	625	470
413388	1429	126636
413804	781	160
413931	1479	4992
414661	1501	3890
415541	1415	686
417196	1235	4
417587	1377	8538
418220	815	0
418977	894	69
419023	1486	733
419323	826	46
419399	967	93
419426	844	59
419693	1419	1554
419981	3248	1109
420281	1255	3696
423332	560	0
423453	725	9918
423608	1719	78155
423694	980	6446
423772	949	1870
423886	1065	23
424288	658	79
424364	889	184
425912	655	506
425913	1075	320
426854	1320	1060
427268	865	122
427802	1254	903
428533	725	1270
429319	719	11
429430	1072	60
429432	768	21
429684	352	1700
429786	390	0
429798	987	10
429951	749	6
430188	1252	8
430565	547	458
430654	1355	29
430735	882	447
431047	750	886
431263	1656	109
431684	1031	0
431819	715	0
431852	859	0
432122	727	7
432505	480	0
432796	944	0
432808	685	111
432896	1166	461
433589	2713	139
433741	1047	0
433887	952	78
433895	958	765
433930	1081	1316
434083	606	178
434365	2801	783
434612	722	1496
435366	2071	6348
435612	2570	742
436098	582	32
436215	731	508
436305	641	1109
436314	3856	9027
436414	2791	1099
436541	603	85
436826	758	263
436874	933	290
437543	1044	880
437657	2531	3427
437990	769	60
438044	928	2
438444	951	19
438484	679	2
439161	1477	76
439271	867	14
439399	784	65
439402	1319	8
439509	2207	409
439661	382	8
439726	2798	124388
439959	665	24
439983	1497	213
440292	1964	2578
440317	1146	1689
440467	1832	300
440907	2030	6082
441224	1619	1
441551	1954	19000
442117	1696	2246
442257	984	0
442780	1635	30
442881	1090	1019
443541	1375	50
443663	1054	55
443737	591	0
443788	817	0
443965	426	0
444194	1555	26
444415	766	667
445165	692	293
445238	2398	1890
445419	2564	1581
445422	524	0
445976	828	3625
446074	674	0
446164	3252	2846
446421	528	72
446621	2431	9963
447741	1037	59108
448771	2695	3350
449961	930	4813
450061	1220	2447
450606	1382	932
453223	1500	2198
453254	1024	1189
454024	573	0
454266	766	83
454571	788	62
455896	1479	36
455915	1597	5640
455957	1408	59
455990	1364	2035
456113	1681	529
456130	1520	94
456233	1440	427
456604	777	465
456688	428	110
457217	690	19
457670	1269	57
457837	1211	13897
459181	985	0
459258	783	22
459317	356	0
459323	1287	130
459332	539	3
459334	657	510
459734	2475	760
459926	738	0
460014	1017	4
460155	1018	0
460195	848	72
460228	1077	2106
460237	504	0
460279	514	0
460295	296	0
460369	1161	0
460374	727	0
460414	965	0
460573	2009	1633
460763	1101	933
460829	580	3
460845	1344	22818
461048	1735	1313
461280	683	7
461295	917	19
461313	615	62
461443	693	84
461565	893	25
461793	819	1541
461795	1214	3221
461878	1033	67
462024	458	10
462119	1195	108
462483	550	2252
462492	721	7927
462529	1135	89
462618	947	173
462653	1966	909
462902	658	39
463535	1089	543
464084	1381	811
464189	704	768
464364	1904	10
464489	3487	0
464542	1133	14205
464726	3060	8843
464745	591	68
464813	695	10
465015	2558	17879
465037	1594	285
465212	1689	637
465226	1933	151
465276	2811	438
465835	1354	2
465854	1029	0
465987	718	66
466272	412	75
466515	2066	1768
466585	1197	133
467123	2196	2178
467191	1651	184
467344	1478	883
467468	1841	576
467481	614	17059
467665	875	184
467909	682	132
468686	1230	3277
468753	796	61
468793	871	49
468893	672	1348
468919	731	155
468960	801	13023
469007	1017	258
469008	1712	1224
469417	1800	1096
469504	474	50
469528	1015	48
469587	3768	0
469961	539	0
470182	1265	16
470385	852	91
470466	1011	1259
471021	941	82
471192	1116	673
471531	1175	607
471564	1207	541
471577	853	5154
471746	825	34
471815	971	3
471823	2018	104
471829	440	8
472460	371	32
472618	498	54
472630	821	327
472726	1455	333
473578	1183	66
473707	1513	16082
473812	881	497
474081	1889	1115
474279	537	174
474876	5075	888
