gene_id	gene_length	counts
53519	3247	1758
53827	403	6
53860	633	63
53935	1932	1692
54608	1403	515
55729	522	0
55951	3946	6976
56834	2485	83
56852	1817	4766
56895	851	57063
57099	620	1342
57431	842	3
57492	1200	235
57619	2084	214
57925	2078	6151
58487	361	1
59228	1753	1114
59421	2120	260
60088	814	17450
60560	648	52
61085	917	320
61120	1570	197
61485	1373	8
61515	915	0
61778	833	0
61803	854	29
61901	1869	687
61968	923	1706
61990	914	0
62311	1770	416
62460	1467	600
62524	1551	9386
62737	2947	7864
63190	721	17
63306	901	8330
63776	541	4791
63894	837	259
64098	2500	2414
64260	977	89
64496	685	0
64725	875	3083
64836	814	18114
64988	998	4
65230	962	1768
65664	1894	45533
66054	2417	4430
66147	1124	175
66227	524	78
66236	426	1089
66524	907	385
66862	2377	1554
66931	1249	422
67372	620	410
67426	696	12
68146	2993	292
69637	1419	716
70216	3741	607
70695	933	24
70780	633	2545
71656	1264	1331
73733	872	179
74041	1083	65
76814	751	168
77125	4326	1904
77311	804	1060
77410	915	50
77463	2500	6182
77493	950	134
77860	945	2897
78076	1650	45607
78298	884	25
79017	431	847
79055	3504	2916
79152	1187	21696
79423	1025	1882
79484	419	0
79611	781	8
79614	602	7
80004	1080	636
80322	3187	138
80851	2144	1398
81060	888	5625
81204	1415	288
81322	1489	531
81431	2036	56
81589	1265	10968
81856	2331	737
81923	762	237
82419	1667	2423
82882	1925	4119
83229	1047	19
83405	755	305
84597	946	36
84839	963	2659
85022	1527	137
85185	1295	63067
85848	2283	1487
85957	2835	2478
85986	825	1252
86043	1078	361
86084	2318	388
86163	714	127
86225	537	76
86275	3286	1239
86458	986	1587
87100	2941	1976
87107	1970	3788
87549	2268	341
87561	624	75
88121	1035	2048
88790	1355	2067
88847	2027	17184
88928	2599	2080
90483	1894	1617
90709	1860	57
92404	1299	1438
92974	2951	831
92975	729	0
93336	643	98
93973	728	76
94534	944	31
94570	481	5
94603	1288	0
94645	1074	0
94655	687	0
94921	660	110
95081	1534	61
95254	1056	0
95255	1651	0
95267	1226	16
95903	868	213
96017	517	12
96272	1175	334
96395	1708	1707
96450	2324	70
97216	538	39
97244	795	0
97536	804	674
98778	693	281
99102	1736	10644
99245	1316	127
99513	1117	371
99514	1390	2039
99792	473	27
100007	1510	260
100734	1773	4128
100790	847	252
100806	1794	362
101273	1516	1940
101510	1855	2385
101596	711	37
101696	1190	13094
102069	1380	346
102088	1563	8638
102196	916	21
102442	895	68
102546	2178	36
102693	502	23
102785	1034	18
102789	2371	3318
102862	1910	3380
103432	1758	0
103453	567	0
103548	979	1510
103662	836	21
103673	671	2005
103838	504	0
104228	1410	19204
104262	1376	3213
104263	1275	5948
104427	1936	0
104751	580	0
104865	1543	128
105041	624	0
105705	736	0
106293	1215	119
108660	1372	498
109582	424	299
110016	2063	85
110132	795	27
110412	2068	465
111419	610	850
111569	728	27
111805	1722	1237
112169	748	97
112358	1003	469
112677	1217	594
112918	607	1145
112947	3069	2502
112948	440	255
113292	926	0
113618	1037	969
114312	1289	40
114317	1774	705
114333	950	0
114356	1698	11051
114980	754	44
115014	658	4
115147	1991	2907
115533	623	18
115624	445	2
115690	1233	388
115723	898	10
115724	1150	207
115829	1340	367
116338	442	15
117190	437	8
117267	1675	151
117358	2136	38
117894	1263	493
118702	698	3
118759	955	5
118824	384	0
118921	1863	5
120091	626	1003
120346	675	86
120861	1317	1221
122138	1539	1267
122311	920	206
122379	1085	38
122701	772	151
122856	1041	239
122966	798	128
122969	939	218
122982	694	105
123264	1872	9
123271	1145	1334
123662	1786	0
123715	779	0
123748	1370	0
124757	1004	0
125660	1515	0
125935	1926	48651
126527	839	8
126625	973	125
126637	2001	5101
126671	1062	166
126950	681	19
127234	1569	545
127346	1429	364
127348	814	2
127361	1294	0
127466	1423	416
127507	1276	314
127853	1792	179
127890	1787	230
128682	821	921
129617	2115	3096
129966	1209	68
130072	779	34
130133	1680	124
130507	1482	932
130971	471	7
131092	1201	1172
131176	1407	3084
131443	1385	341
132604	1294	399
132650	1378	389
132862	1998	6000
133154	2135	137
133379	1079	239
133463	468	43
133503	2260	341
133546	604	2693
133559	1255	32
133737	939	1867
133742	2331	1428
133861	1128	2728
133863	1267	25
133868	2176	54
134389	2715	342
134468	884	356
134698	808	0
134859	1130	1905
134922	1270	600
134981	527	751
135043	760	17
135200	1446	0
135303	650	43
135343	2844	1360
135677	3169	3268
135715	1593	441
135778	1810	298
135779	1465	266
135949	1974	388
136007	1113	0
136061	1124	5555
136151	2205	338
136281	755	46
136398	587	13
136923	2434	396
137260	1188	241
137294	2327	1528
137369	2082	3538
137389	1889	1315
137490	466	5
137629	1245	0
137771	914	436
137782	451	21
137899	1826	88
137905	736	130
137999	529	114
138029	1031	737
138063	736	0
138294	923	0
138307	1063	135
138323	971	791
138324	1013	384
138454	1372	70
138575	1400	18893
138586	701	3138
138660	687	14
138889	2347	81
139152	4347	9219
139358	836	53
139372	1362	259
139490	413	657
139941	950	48
139999	1288	164
140178	1066	325
140509	2847	7025
140569	762	10
140698	1299	1388
141248	866	46
141278	2094	630
141692	1877	6195
142913	1187	1218
143146	2503	3010
143218	407	0
143228	5475	3605
143979	1149	159
144120	1426	218
144227	396	0
144294	1677	297
144590	1429	2
144761	1081	0
144942	1010	7
145159	1190	60
145252	2644	3333
145277	960	398
145328	1088	10
145358	1298	12
145673	976	6
145949	870	81
146025	1494	285
146368	1457	73
146392	933	96
146560	3119	531
147174	2135	2059
147606	1215	34
147903	2378	8053
148306	1273	3555
148308	1941	46
148353	817	22448
148704	1637	7
149061	642	485
149285	1301	6
149612	543	66
149685	1355	190
149749	757	403
149995	704	0
150035	1184	0
150202	1258	511
150679	2794	1957
150718	873	678
150836	2371	2910
150991	645	223
151152	660	17
151164	747	9
151173	1601	331
151174	1345	26
151206	421	0
151513	538	30
151618	2775	1017
151863	491	372
151922	2412	1316
152003	3860	1706
152027	891	0
152143	1982	114
152907	547	0
152963	977	0
152995	1194	0
153011	1303	0
153077	471	0
153083	1585	218
153120	1356	97
153258	1357	717
153348	1832	635
153369	1415	1007
153458	1545	133
153678	1320	39
153849	801	411
153963	841	40
154359	1570	1633
154566	1780	0
154594	489	0
154682	1345	105
154879	1297	49
155594	2655	827
155791	1630	5
155875	1079	106
155947	864	105
156440	1815	1050
156540	453	0
156549	1508	1154
156585	341	0
156839	886	3
156882	585	45423
157160	1439	225
157481	977	30
157547	889	0
157618	812	4919
157657	1710	160
157799	900	40
158047	1301	125
158201	3392	6204
158257	900	317
158478	831	39
160077	3093	474
160212	1962	1
160391	762	217
161053	1855	544
161447	1025	9
161453	1393	0
161458	1455	300
161459	441	45
161663	425	0
161769	1712	377
161875	2482	8620
162253	2958	0
162331	526	0
162450	834	479
162858	977	269
163250	1645	21
163421	756	0
163540	2224	70
164951	3057	15992
165033	895	3872
165878	877	747
166012	954	139
166182	590	126
166510	1775	175
166620	489	6
166667	2005	4558
166697	2205	3134
166891	1748	4507
167228	1374	101
167487	3096	4871
167644	1647	21382
168305	1413	589
168838	2119	16139
169169	485	0
169811	1972	632
169901	1833	8935
170121	3867	6490
170122	1822	52371
170644	2535	1451
170790	1175	3481
171166	1950	388
171621	1840	228
172093	1256	227
172406	642	135
172562	539	0
172861	2870	4125
173799	654	44
173843	1141	7685
174432	505	72
174619	1219	538
174639	552	0
174741	915	0
175065	1471	255
175102	650	26
175384	1108	20
175559	709	205
175906	897	0
175935	2292	520
176101	733	49
176234	1899	0
176274	309	71
176280	1052	150
176346	655	178
176571	1341	178
176646	892	132
176874	1012	296
177047	704	235
177048	906	16
177431	521	242
177658	831	149
177662	807	26
177704	898	174
177779	1857	271
178121	397	0
178202	1608	177
178292	511	0
178333	1126	108
178334	716	315
178345	1448	4324
178458	940	195
178694	840	4
179068	1678	1480
179084	525	0
179086	681	162
179088	1636	461
179583	935	0
179640	1288	13
179654	780	320
180068	1700	7
180101	3903	2939
180579	1080	5997
181092	1472	0
181129	2140	1372
182038	1048	83
182509	1933	2525
182778	1274	7470
183790	642	13
184000	949	2656
184246	1268	1383
184469	2093	646
184771	920	239
184846	2313	6946
185041	1006	0
185074	930	0
185158	1349	758
185236	792	0
185298	1023	0
185303	1935	446
185715	1191	382
185731	969	0
185753	1562	63
186215	997	0
186274	632	0
186280	6705	13018
186541	999	320
186578	838	14
187339	998	94
187354	1175	111
187590	964	657
187802	861	2096
187923	984	624
187960	1335	1304
187961	1372	493
188002	1750	17052
188117	1300	2712
188282	1984	586
189120	2569	1213
189121	962	204
189762	736	161
189991	1178	56
190427	545	134
190448	2061	211
190709	635	227
190839	1752	2340
191059	558	405
191262	1743	4967
191380	697	915
191701	847	2335
192949	693	675
193283	962	1036
193379	404	97
193549	691	169
193663	846	27
193883	2481	10918
193987	327	0
194004	2824	1372
194062	454	24
194089	1090	1
194150	1181	0
194182	2206	24
194387	976	64
194520	640	0
194523	867	29
194689	1575	230
194697	662	0
194834	1236	23
194913	1702	78
194930	1424	0
195005	854	315
195195	1541	0
195422	1472	31
195433	418	27
195539	1662	284
195595	1520	5
195653	459	0
195764	525	575
195825	1685	12
195876	965	9
195887	679	1
195961	745	0
195973	787	39
196164	1157	597
196240	1435	0
196365	1601	9278
196446	1801	46
196514	1251	147
196611	1106	186
196782	537	91
196824	953	451
196898	1452	243
197250	1014	11
197322	931	0
197411	1559	47
197471	818	84
197582	1919	245
197781	489	1
198007	699	66
198448	1223	819
198533	1103	124
198589	1272	32
198639	625	9
199096	1853	845
199099	1511	2
199364	1475	413
200308	1649	5
200364	1246	0
200378	1768	2
200789	2201	12
201265	1650	255
201322	630	6
201669	577	64
201978	748	181
203171	684	26
203430	1764	55
203645	1016	0
203664	947	0
203694	862	0
203737	860	1
203812	551	292
204430	882	49733
204526	511	2
204566	1380	5038
205243	1415	0
205801	981	1376
205818	1951	6
205850	999	0
206593	1296	1462
207505	3717	1117
207604	618	43
208501	2013	308
208516	1535	269
208790	1773	308
209049	1491	1138
209053	538	0
209162	1212	1096
209398	522	0
209662	412	0
210890	1185	0
212166	1487	1794
212491	984	0
213312	968	0
213406	1820	1694
213624	665	115
213636	460	0
213708	1806	27
213725	529	4
213728	817	10
213750	901	66
213805	1036	0
213978	946	6
213987	1164	0
214135	1425	1362
214193	920	1012
214602	695	20
214659	931	2
214891	823	35
214998	1401	142
215104	832	0
215161	2279	2819
215162	1740	594
215235	1400	0
215322	1142	868
215489	1026	39
215557	545	20
215802	1870	192
216164	1068	248
216306	899	0
216378	1110	0
216427	524	0
216432	430	0
216644	880	24
216764	1730	0
217291	1074	0
217446	640	12
217571	1164	1739
217628	2973	3319
217642	583	73
217695	1701	316
217715	876	0
217721	1954	174
218294	2373	0
218347	657	0
218442	2560	1246
218832	2241	888
218928	2419	0
219084	855	79
219117	659	544
219151	1355	4
219201	789	22
219202	513	0
219411	1231	3
219445	990	120
219875	1288	23016
219884	3169	1065
220191	519	0
220203	603	0
220356	1215	117
220437	851	460
220465	778	314
220581	625	0
220593	1202	3212
220880	2338	275
220929	809	399
220936	1844	446
220964	706	63
221055	897	41
221089	1017	0
221601	579	63
223145	1825	5696
224149	501	74
224160	663	61
224260	2898	2723
224397	1876	251
224609	818	168
224739	1180	140
224822	1247	1392
225031	1541	1703
225110	2599	446
225387	2345	3333
226660	870	307
227205	655	4797
227374	1440	47
228114	1012	127
228274	1386	1707
228443	1227	405
228956	870	127
229010	3108	3348
229328	1951	1501
230047	915	67
231040	784	102
231045	430	26
231171	1852	218
232217	822	132
232494	2652	2702
232835	815	175
233380	759	109
234086	1296	32005
234210	2466	2132
234792	513	3829
235623	1062	16443
236023	367	101
236113	796	4184
236576	2556	12990
236770	1866	750
237012	1679	3115
237804	602	150
237927	1110	2155
238130	943	1104
238188	795	234
238364	1293	1448
238454	649	36
238494	489	10
238816	1686	709
238950	2521	4007
241422	497	8521
241780	921	7014
241899	372	962
242620	1128	334
242836	1159	62450
242971	3084	2629
243265	804	20058
243569	1264	10026
243613	965	37
243678	2026	1084
243816	772	83
243948	1382	293
244170	1223	258
244185	1654	211
244210	2072	1097
244225	919	182
244540	938	43
245109	913	103
245366	918	7
245605	944	120
245606	768	546
245623	464	22
245625	1090	492
245780	1276	2666
246233	1328	32
246324	935	0
246813	478	39
246880	946	6079
247050	1308	394
247075	395	0
247122	871	0
247231	2080	318
247929	876	151
248082	938	6
248157	2157	608
248234	853	0
248392	806	3727
248569	892	555
248716	778	4
249471	426	0
249783	923	0
249828	601	73
250423	935	3
250635	970	420
250674	797	0
250680	621	477
250694	1264	0
251143	764	95
251194	1010	0
251392	1467	220
251661	1210	0
252057	4610	1447
252071	1955	36
252112	1415	42
252267	1985	0
252300	798	0
252301	583	0
252378	514	173
252782	2345	671
252912	713	0
253563	1285	501
253699	582	137
253826	3300	569
254211	886	0
254245	2557	534
255196	1187	0
255200	1059	0
255475	645	10462
255550	1379	2
255567	759	0
255819	1394	1001
255915	1034	57
256064	584	78
256159	780	326
256432	1311	448
256745	1332	175
256988	883	264
257003	807	29
257029	906	0
257110	1205	13409
257294	3216	7623
257584	1262	8864
257715	2207	0
257895	1058	27
258857	1412	934
258898	1297	1184
258914	1312	0
259244	1809	270
259525	1239	64
260181	882	18
260208	821	6
260229	1100	195
260556	693	0
260557	944	27
260596	897	32
260747	1165	104
260885	1736	1540
260911	896	851
260964	487	94
261121	937	72
261225	980	17
261252	631	0
261301	989	14
261367	995	394
261383	933	685
261923	1311	228
262065	847	0
262155	890	147
262365	984	185
262530	1348	577
262990	1131	179
263014	1328	1339
263020	1506	1722
263598	931	66
263688	1629	113
263710	1176	4591
263775	1584	187
263903	872	87
264081	1497	65
264412	964	181
264487	857	28
264574	1128	65
264888	757	409
265029	981	204
265172	569	28
265246	932	109
265360	676	26
265582	1718	278
265831	1996	253
266527	1117	31
266560	1128	670
266648	1454	7024
266678	2922	7962
266803	1251	57
267121	907	114
267438	1566	81
268202	1116	3628
268488	1083	980
269949	802	178
270831	1018	5418
271390	473	1767
271666	874	2
271706	1615	2664
271889	1566	182
271998	1126	1857
272398	2674	1264
272462	1676	1018
273153	708	37
273374	983	574
273500	921	25
273530	1310	2235
273569	898	7
273591	1056	6131
273931	1093	189
274000	1190	856
274269	720	8661
274745	1489	8111
276024	1792	2093
276030	1119	208
276121	1186	188
276229	1314	116
276256	844	47
276296	996	3
276305	1077	9
276352	719	5
276450	1270	93
276910	2301	229
277429	1060	135
277430	1031	37
277439	1542	25
277470	1758	3610
277813	1006	94
278054	1510	19
278101	1524	171
278208	699	2
278399	1307	1385
278967	1317	554
279551	782	170
279687	3414	338
279807	528	4
279852	1074	6
279854	896	0
279857	903	10
279932	1017	201
279948	608	2
279952	880	0
280361	511	23
280688	714	3
280789	1019	3
280850	849	0
280889	875	1
280943	938	3
280963	944	10
281121	930	28
281213	1013	0
281227	1047	1
281245	369	0
281259	1584	2
281264	823	0
281299	2196	80
281350	1076	0
281596	1065	0
281960	2193	831
282238	1107	0
282245	872	0
282653	738	0
282931	459	0
283301	588	123
283936	1016	542
284233	1887	0
284483	791	187
284484	1962	551
284667	3598	360
284705	510	952
284707	2471	2494
284829	4121	613
285009	1248	13427
285759	1119	5071
286700	1597	2938
286848	1104	31
287855	855	23
287866	771	60
287992	871	125
288032	562	0
288281	544	33
288331	793	0
288339	1772	181
288370	966	8
288674	2944	4710
288679	911	24337
289278	2850	567
289306	1073	1201
290797	761	111
290842	7084	484
291121	6048	8442
291257	2141	418
291464	376	0
292345	1792	1622
292389	1828	458
292719	1892	4015
292749	1484	14
293001	335	5137
294150	901	275
294234	1357	61
294271	2035	222
294442	950	131
294468	923	62
294887	1951	325
296209	936	51
296315	913	2343
296500	809	0
296844	1102	494
297355	744	0
298193	1429	3
298217	898	150
298236	563	17
298615	819	352
298649	1846	1033
298872	1057	0
299373	1225	5
299533	475	520
300726	842	105
300774	447	109
301385	2064	2213
301669	1321	1440
301830	835	8
301833	1486	3344
301901	1331	103
302216	905	871
302706	963	968
302786	860	15195
303989	437	676
304404	1172	2533
304660	386	26
304674	1640	3939
304980	1997	2262
305268	733	27
305371	1045	29
305376	927	39
305496	1118	41
305497	946	4
307150	747	0
307183	416	0
307567	1358	87
307866	913	735
308033	1347	8515
308649	582	224
308875	1110	96
308945	1285	332
308987	1044	606
309031	1147	83
309158	381	19
309291	387	26
309396	878	760
309635	2857	4001
309723	653	2
309881	1654	1844
310254	878	0
310379	1065	0
310703	1263	0
310713	1164	0
310718	950	0
310773	1606	8445
310900	557	0
310925	1389	356
311030	2073	5
311188	925	0
311292	665	22
311429	1226	52
311895	2236	104
311945	1793	67
311971	1883	24
312038	918	69
312838	2247	393
313231	925	0
313632	755	400
313948	2265	0
314144	1145	0
314430	523	6
314498	786	0
314521	627	2
314664	936	5
314972	1463	0
315237	830	424
315455	658	0
317515	1459	693
318800	1168	65
318893	1083	3082
319572	1320	19
319957	725	63
320561	1152	34443
320597	1204	396
321219	524	0
321240	811	64
321381	558	165
321514	532	5073
321668	767	0
321708	1094	4
321877	1003	19
322851	423	0
323078	777	0
323128	1620	0
323374	2104	0
323645	1514	389
323798	2260	1120
324200	1563	102
324231	457	0
324418	1772	0
324918	1565	0
325238	793	2
326207	1042	142
326661	896	0
326705	2030	77
327044	1344	815
327454	1773	0
327826	1027	2
328229	720	313
328915	914	6
328916	842	20
330279	1302	121
330946	1024	7
331378	2615	2489
331726	1253	827
332060	2115	482
332201	572	0
332706	743	0
332874	891	86
332911	724	0
332950	767	6
333015	1605	336
333050	1170	107
334242	1223	0
334612	1794	485
335160	1632	416
335264	893	245
335412	1307	1518
335613	780	0
335729	978	0
335741	639	0
335926	605	1
336040	1652	1698
336125	2093	0
336690	954	1149
337150	1282	12
337206	705	0
337275	1289	28
337364	885	8
337733	1439	1617
337766	2247	3839
337785	1878	2184
338432	1712	1133
338433	1747	75
338621	996	738
338860	1654	377
338926	1952	7924
340993	1899	2599
341548	1269	966
341724	1954	101
341817	725	111
343002	884	2
343277	859	381
343378	780	322
345308	2160	2827
345532	2190	218
345607	2295	1042
345685	1738	130
346059	1636	25218
346103	1282	722
346307	1556	59505
346659	2798	34480
346791	914	12547
347655	1646	5813
347683	411	2689
349030	1695	4926
349074	2756	12078
349427	1218	736
349781	2007	92
352148	3944	383
352299	2070	916
353024	1931	9461
353807	2132	165743
354003	1203	1943
354125	1256	1878
354576	1403	23490
355193	426	0
355691	707	0
355737	1688	86
355793	1202	3495
356230	3010	9829
356870	797	201
357309	760	24
357360	564	2046
357534	1966	349
357819	446	137
357881	741	45
358084	728	55
358173	586	0
358603	997	0
358862	2071	15
359028	949	0
359244	734	0
359258	527	0
359353	920	6
359391	1736	14
359590	2010	771
359876	849	299
360543	1537	399
360766	1412	0
360781	844	239
360911	791	2
360989	732	0
361053	1335	22
361055	865	42
361099	811	0
361196	1105	17
361212	1003	0
361275	1487	544
361276	2300	1546
361321	956	2
361323	2217	95
361341	660	0
361641	1087	96
361678	836	71
361942	632	1749
362073	1101	221
362155	2309	4417
362527	580	19
362666	1798	578
362703	2355	39
362834	523	3
363033	459	51
363060	867	0
363088	1312	139
363186	2555	3168
363191	571	0
364063	1380	109
364079	2364	133
364097	991	110
364175	1575	2
364526	3279	11247
366639	1854	1157
366706	841	1425
366709	700	10
367136	933	24
367352	1070	953
367406	752	2
367546	1549	0
367563	1047	11
367609	1167	354
367612	575	2
368105	1086	698
368135	1235	1607
368187	2134	36
368737	936	1109
368936	2700	134
368952	1991	353
369023	1218	0
369302	895	4
369367	829	33
369452	610	16
369568	1537	268
370308	3050	2264
371135	1620	555
371175	1327	418
371609	1214	86
371618	695	128
371865	793	128
371895	731	0
372116	549	0
372204	742	50
372445	2469	1283
372933	1603	1386
372946	1062	103
372979	1146	127
373113	832	364
373146	780	320
373176	925	73
373220	1693	322
373335	1142	673
373494	750	570
373756	1031	29085
374010	1246	462
374664	2505	298
374682	1115	172
374930	2973	3722
374960	2301	1171
375318	2691	5628
375351	1339	580
375474	1003	145
375591	1593	806
376024	1900	255
376152	2005	86
376153	1561	7
376228	3123	151
376480	1316	22
376530	1410	15
376586	1011	484
377165	948	94
377291	2232	141
377360	953	22
377473	674	0
377652	935	31
377770	674	75
377842	883	673
377884	874	6
377987	2393	299
378389	1511	849
379330	1528	638
379612	1176	423
380203	2143	7502
380352	983	0
380880	1005	927
381444	2512	218
381728	1065	0
382020	966	0
382277	1568	7227
382732	375	53
383247	1007	2383
383488	1303	4238
385194	2612	170
385590	1634	1493
385634	1171	129
385798	1534	1403
385847	653	24
386311	661	14
386408	1830	1485
386409	4415	8106
386697	1626	1
387942	1655	904
389071	1595	3833
389169	1922	14054
389345	555	18
389357	2819	2608
389566	2060	800
389633	842	646
389825	1975	1873
390256	797	7764
390705	1894	823
390770	1452	1178
391421	769	279
392321	1286	2705
392372	1770	203
392441	1076	16040
392559	1632	795
392802	1632	4093
394530	1424	537
395831	759	68
395879	741	0
395886	1368	1559
397171	2435	3535
397685	1704	1227
398256	1101	34
399298	854	16617
399343	568	352
399877	605	6987
400971	1674	5511
401814	1294	121
403079	1094	13
403166	443	597
403605	1666	8
404584	1127	98
404827	670	116
404957	1125	5454
405202	1235	352
405208	3512	7317
405839	1490	1347
405863	2371	3052
405971	590	13360
406771	1303	550
406830	1564	165
408237	647	103
409207	952	2416
409208	1101	927
410678	2734	4281
413229	1576	13149
413324	625	519
413388	1429	122405
413804	781	277
413931	1479	4396
414661	1501	2970
415541	1415	415
417196	1235	1
417587	1377	15872
418220	815	6
418977	894	32
419023	1486	799
419323	826	24
419399	967	28
419426	844	51
419693	1419	1393
419981	3248	869
420281	1255	3801
423332	560	0
423453	725	8927
423608	1719	64623
423694	980	8629
423772	949	1956
423886	1065	9
424288	658	157
424364	889	149
425912	655	1782
425913	1075	299
426854	1320	1562
427268	865	92
427802	1254	837
428533	725	1879
429319	719	1
429430	1072	66
429432	768	15
429684	352	1397
429786	390	0
429798	987	14
429951	749	3
430188	1252	9
430565	547	525
430654	1355	25
430735	882	393
431047	750	824
431263	1656	129
431684	1031	0
431819	715	0
431852	859	0
432122	727	5
432505	480	0
432796	944	0
432808	685	160
432896	1166	393
433589	2713	118
433741	1047	0
433887	952	10
433895	958	445
433930	1081	1226
434083	606	54
434365	2801	1318
434612	722	1776
435366	2071	20821
435612	2570	827
436098	582	9
436215	731	1035
436305	641	1047
436314	3856	9726
436414	2791	860
436541	603	176
436826	758	369
436874	933	295
437543	1044	1150
437657	2531	4357
437990	769	96
438044	928	2
438444	951	30
438484	679	0
439161	1477	72
439271	867	6
439399	784	100
439402	1319	12
439509	2207	221
439661	382	14
439726	2798	114433
439959	665	32
439983	1497	271
440292	1964	2279
440317	1146	2194
440467	1832	258
440907	2030	1938
441224	1619	0
441551	1954	23259
442117	1696	2668
442257	984	3
442780	1635	19
442881	1090	1811
443541	1375	64
443663	1054	48
443737	591	0
443788	817	0
443965	426	0
444194	1555	16
444415	766	633
445165	692	287
445238	2398	1393
445419	2564	1014
445422	524	0
445976	828	4918
446074	674	0
446164	3252	3331
446421	528	93
446621	2431	11284
447741	1037	85928
448771	2695	3752
449961	930	4883
450061	1220	2901
450606	1382	1365
453223	1500	2182
453254	1024	2017
454024	573	0
454266	766	86
454571	788	40
455896	1479	40
455915	1597	4549
455957	1408	52
455990	1364	2472
456113	1681	984
456130	1520	125
456233	1440	547
456604	777	425
456688	428	52
457217	690	28
457670	1269	94
457837	1211	24573
459181	985	12
459258	783	22
459317	356	1
459323	1287	107
459332	539	1
459334	657	285
459734	2475	1069
459926	738	0
460014	1017	0
460155	1018	0
460195	848	42
460228	1077	2741
460237	504	0
460279	514	0
460295	296	0
460369	1161	0
460374	727	0
460414	965	0
460573	2009	1221
460763	1101	912
460829	580	3
460845	1344	10222
461048	1735	1712
461280	683	0
461295	917	40
461313	615	85
461443	693	51
461565	893	37
461793	819	1327
461795	1214	2693
461878	1033	27
462024	458	2
462119	1195	95
462483	550	2029
462492	721	7921
462529	1135	131
462618	947	127
462653	1966	944
462902	658	48
463535	1089	474
464084	1381	1339
464189	704	268
464364	1904	1
464489	3487	0
464542	1133	18211
464726	3060	13298
464745	591	85
464813	695	5
465015	2558	16193
465037	1594	216
465212	1689	700
465226	1933	111
465276	2811	382
465835	1354	0
465854	1029	0
465987	718	37
466272	412	59
466515	2066	2091
466585	1197	68
467123	2196	2417
467191	1651	189
467344	1478	889
467468	1841	513
467481	614	16905
467665	875	338
467909	682	138
468686	1230	8243
468753	796	48
468793	871	85
468893	672	1420
468919	731	127
468960	801	20363
469007	1017	190
469008	1712	637
469417	1800	624
469504	474	24
469528	1015	14
469587	3768	0
469961	539	0
470182	1265	13
470385	852	142
470466	1011	767
471021	941	67
471192	1116	718
471531	1175	1006
471564	1207	987
471577	853	6128
471746	825	20
471815	971	2
471823	2018	70
471829	440	3
472460	371	67
472618	498	49
472630	821	218
472726	1455	224
473578	1183	21
473707	1513	25593
473812	881	652
474081	1889	1358
474279	537	273
