gene_id	gene_length	counts
157618	812	1483
157657	1710	173
157799	900	125
158047	1301	225
158201	3392	7303
158257	900	297
158478	831	96
160077	3093	592
160212	1962	3
160391	762	175
161053	1855	548
161447	1025	6
161453	1393	1
161458	1455	314
161459	441	85
161663	425	3
161769	1712	375
161875	2482	8152
162253	2958	0
162331	526	0
162450	834	472
162858	977	408
163250	1645	27
163421	756	0
163540	2224	36
164951	3057	13149
165033	895	2238
165878	877	606
166012	954	147
166182	590	111
166510	1775	176
166620	489	8
166667	2005	2097
166697	2205	3351
166891	1748	3690
167228	1374	124
167487	3096	3404
167644	1647	12243
168305	1413	364
168838	2119	9779
169169	485	0
169811	1972	620
169901	1833	7975
170121	3867	5251
170122	1822	37800
170644	2535	668
170790	1175	3020
171166	1950	396
171621	1840	194
172093	1256	134
172406	642	129
172562	539	0
172861	2870	2772
173799	654	99
173843	1141	6044
174432	505	106
174619	1219	456
174639	552	0
174741	915	10
175065	1471	164
175102	650	27
175384	1108	1
175559	709	182
175906	897	0
175935	2292	704
176101	733	24
176234	1899	0
176274	309	58
176280	1052	116
176346	655	195
176571	1341	126
176646	892	113
176874	1012	328
177047	704	229
177048	906	23
177431	521	170
177658	831	213
177662	807	40
177704	898	251
177779	1857	294
178121	397	0
178202	1608	155
178292	511	0
178333	1126	106
178334	716	227
178345	1448	5506
178458	940	104
178694	840	2
179068	1678	990
179084	525	0
179086	681	111
179088	1636	396
179583	935	0
179640	1288	8
179654	780	375
180068	1700	29
180101	3903	4692
180579	1080	38924
181092	1472	0
181129	2140	1019
182038	1048	66
182509	1933	2153
182778	1274	5738
183790	642	2
184000	949	1402
184246	1268	909
184469	2093	899
184771	920	197
184846	2313	2596
185041	1006	0
185074	930	0
185158	1349	1982
185236	792	0
185298	1023	0
185303	1935	242
185715	1191	653
185731	969	0
185753	1562	94
186215	997	0
186274	632	0
186280	6705	16740
186541	999	247
186578	838	11
187339	998	85
187354	1175	222
187590	964	517
187802	861	3096
187923	984	483
187960	1335	871
187961	1372	917
188002	1750	13719
188117	1300	1971
188282	1984	650
189120	2569	768
189121	962	126
189762	736	145
189991	1178	64
190427	545	154
190448	2061	214
190709	635	151
190839	1752	2652
191059	558	299
191262	1743	4777
191380	697	815
191701	847	1436
192949	693	366
193283	962	684
193379	404	59
193549	691	89
193663	846	23
193883	2481	7990
193987	327	0
194004	2824	1051
194062	454	22
194089	1090	18
194150	1181	0
194182	2206	53
194387	976	74
194520	640	1
194523	867	38
194689	1575	165
194697	662	0
194834	1236	29
194913	1702	219
194930	1424	0
195005	854	198
195195	1541	0
195422	1472	58
195433	418	30
195539	1662	103
195595	1520	17
195653	459	0
195764	525	253
195825	1685	4
195876	965	4
195887	679	3
195961	745	0
195973	787	39
196164	1157	704
196240	1435	0
196365	1601	5719
196446	1801	37
196514	1251	114
196611	1106	184
196782	537	92
196824	953	146
196898	1452	261
197250	1014	1
197322	931	0
197411	1559	25
197471	818	28
197582	1919	162
197781	489	1
198007	699	148
198448	1223	468
198533	1103	119
198589	1272	32
198639	625	0
199096	1853	501
199099	1511	0
199364	1475	313
200308	1649	2
200364	1246	0
200378	1768	0
200789	2201	5
201265	1650	167
201322	630	7
201669	577	77
201978	748	139
203171	684	11
203430	1764	52
203645	1016	0
203664	947	0
203694	862	0
203737	860	4
203812	551	301
204430	882	22593
204526	511	4
204566	1380	3905
205243	1415	0
205801	981	1060
205818	1951	2
205850	999	0
206593	1296	1113
207505	3717	994
207604	618	41
208501	2013	206
208516	1535	154
208790	1773	191
209049	1491	599
209053	538	0
209162	1212	1146
209398	522	0
209662	412	0
210890	1185	0
212166	1487	1114
212491	984	12
213312	968	0
213406	1820	1623
213624	665	111
213636	460	4
213708	1806	90
213725	529	10
213728	817	17
213750	901	39
213805	1036	0
213978	946	14
213987	1164	0
214135	1425	1471
214193	920	642
214602	695	20
214659	931	6
214891	823	9
214998	1401	127
215104	832	9
215161	2279	2322
215162	1740	523
215235	1400	0
215322	1142	594
215489	1026	55
215557	545	19
215802	1870	212
216164	1068	244
216306	899	0
216378	1110	0
216427	524	0
216432	430	0
216644	880	7
216764	1730	0
217291	1074	0
217446	640	14
217571	1164	1398
217628	2973	3543
217642	583	49
217695	1701	278
217715	876	0
217721	1954	152
218294	2373	8
218347	657	0
218442	2560	1148
218832	2241	964
218928	2419	0
219084	855	18
219117	659	575
219151	1355	6
219201	789	10
219202	513	0
219411	1231	0
219445	990	82
219875	1288	30363
219884	3169	891
220191	519	0
220203	603	0
220356	1215	96
220437	851	250
220465	778	308
220581	625	0
220593	1202	2636
220880	2338	365
220929	809	265
220936	1844	378
220964	706	41
221055	897	28
221089	1017	0
221601	579	57
223145	1825	4013
224149	501	115
224160	663	82
224260	2898	1794
224397	1876	170
224609	818	100
224739	1180	103
224822	1247	1165
225031	1541	1583
225110	2599	495
225387	2345	3424
226660	870	176
227205	655	4158
227374	1440	37
228114	1012	94
228274	1386	1463
228443	1227	194
228956	870	126
229010	3108	2567
229328	1951	984
230047	915	56
231040	784	73
231045	430	26
231171	1852	239
232217	822	133
232494	2652	2244
232835	815	149
233380	759	57
234086	1296	30128
234210	2466	1685
234792	513	3446
235623	1062	11854
236023	367	54
236113	796	3140
236576	2556	8152
236770	1866	546
237012	1679	7063
237804	602	238
237927	1110	1520
238130	943	604
238188	795	218
238364	1293	942
238454	649	40
238494	489	7
238816	1686	811
238950	2521	4472
241422	497	10430
241780	921	4404
241899	372	692
242620	1128	251
242836	1159	43718
242971	3084	2224
243265	804	19437
243569	1264	8591
243613	965	77
243678	2026	1168
243816	772	98
243948	1382	321
244170	1223	303
244185	1654	407
244210	2072	873
244225	919	135
244540	938	49
245109	913	86
245366	918	6
245605	944	97
245606	768	364
245623	464	12
245625	1090	401
245780	1276	1504
246233	1328	64
246324	935	0
246813	478	34
246880	946	2977
247050	1308	359
247075	395	0
247122	871	0
247231	2080	344
247929	876	144
248082	938	3
248157	2157	944
248234	853	0
248392	806	1477
248569	892	860
248716	778	12
249471	426	0
249783	923	0
249828	601	39
250423	935	4
250635	970	389
250674	797	0
250680	621	426
250694	1264	0
251143	764	112
251194	1010	1
251392	1467	104
251661	1210	0
252057	4610	1788
252071	1955	22
252112	1415	29
252267	1985	0
252300	798	0
252301	583	0
252378	514	134
252782	2345	718
252912	713	0
253563	1285	354
253699	582	90
253826	3300	714
254211	886	0
254245	2557	794
255196	1187	0
255200	1059	0
255475	645	9456
255550	1379	0
255567	759	0
255819	1394	741
255915	1034	51
256064	584	91
256159	780	226
256432	1311	288
256745	1332	86
256988	883	203
257003	807	60
257029	906	0
257110	1205	15779
257294	3216	6197
257584	1262	9630
257715	2207	0
257895	1058	17
258857	1412	1000
258898	1297	996
258914	1312	0
259244	1809	306
259525	1239	120
260181	882	30
260208	821	12
260229	1100	142
260556	693	1
260557	944	59
260596	897	102
260747	1165	822
260885	1736	1346
260911	896	1189
260964	487	72
261121	937	70
261225	980	15
261252	631	0
261301	989	9
261367	995	300
261383	933	539
261923	1311	187
262065	847	1
262155	890	142
262365	984	111
262530	1348	658
262990	1131	105
263014	1328	900
263020	1506	1629
263598	931	68
263688	1629	131
263710	1176	2766
263775	1584	146
263903	872	48
264081	1497	47
264412	964	111
264487	857	46
264574	1128	37
264888	757	370
265029	981	152
265172	569	58
265246	932	60
265360	676	15
265582	1718	194
265831	1996	220
266527	1117	26
266560	1128	542
266648	1454	4949
266678	2922	7959
266803	1251	57
267121	907	107
267438	1566	67
268202	1116	2378
268488	1083	1628
269949	802	145
270831	1018	3721
271390	473	2659
271666	874	21
271706	1615	1564
271889	1566	293
271998	1126	1949
272398	2674	567
272462	1676	832
273153	708	122
273374	983	441
273500	921	28
273530	1310	2139
273569	898	11
273591	1056	4500
273931	1093	212
274000	1190	745
274269	720	1676
274745	1489	2438
276024	1792	2571
276030	1119	394
276121	1186	166
276229	1314	107
276256	844	49
276296	996	7
276305	1077	7
276352	719	1
276450	1270	115
276910	2301	227
277429	1060	154
277430	1031	52
277439	1542	39
277470	1758	3671
277813	1006	87
278054	1510	28
278101	1524	129
278208	699	0
278399	1307	1225
278967	1317	516
279551	782	114
279687	3414	324
279807	528	0
279852	1074	19
279854	896	7
279857	903	15
279932	1017	127
279948	608	0
279952	880	0
280361	511	34
280688	714	13
280789	1019	0
280850	849	0
280889	875	0
280943	938	10
280963	944	0
281121	930	13
281213	1013	2
281227	1047	1
281245	369	0
281259	1584	14
281264	823	0
281299	2196	82
281350	1076	0
281596	1065	0
281960	2193	865
282238	1107	0
282245	872	0
282653	738	0
282931	459	0
283301	588	148
283936	1016	446
284233	1887	0
284483	791	114
284484	1962	499
284667	3598	416
284705	510	1064
284707	2471	2169
284829	4121	853
285009	1248	9640
285759	1119	6440
286700	1597	2313
286848	1104	48
287855	855	58
287866	771	106
287992	871	68
288032	562	0
288281	544	46
288331	793	21
288339	1772	185
288370	966	44
288674	2944	4217
288679	911	18229
289278	2850	653
289306	1073	593
290797	761	66
290842	7084	447
291121	6048	9063
291257	2141	294
291464	376	0
292345	1792	1306
292389	1828	383
292719	1892	2516
292749	1484	28
293001	335	4296
294150	901	235
294234	1357	93
294271	2035	173
294442	950	197
294468	923	42
294887	1951	403
296209	936	101
296315	913	1552
296500	809	0
296844	1102	426
297355	744	4
298193	1429	0
298217	898	116
298236	563	33
298615	819	679
298649	1846	1065
298872	1057	0
299373	1225	29
299533	475	409
300726	842	91
300774	447	76
301385	2064	1782
301669	1321	1194
301830	835	5
301833	1486	3112
301901	1331	203
302216	905	878
302706	963	929
302786	860	12640
303989	437	526
304404	1172	1916
304660	386	79
304674	1640	3232
304980	1997	1532
305268	733	9
305371	1045	32
305376	927	42
305496	1118	47
305497	946	4
307150	747	0
307183	416	0
307567	1358	61
307866	913	383
308033	1347	5847
308649	582	110
308875	1110	97
308945	1285	217
308987	1044	509
309031	1147	35
309158	381	27
309291	387	27
309396	878	735
309635	2857	3244
309723	653	4
309881	1654	2493
310254	878	0
310379	1065	0
310703	1263	0
310713	1164	0
310718	950	0
310773	1606	5458
310900	557	0
310925	1389	213
311030	2073	0
311188	925	0
311292	665	3
311429	1226	26
311895	2236	133
311945	1793	73
311971	1883	2
312038	918	25
312838	2247	421
313231	925	0
313632	755	264
313948	2265	0
314144	1145	0
314430	523	1
314498	786	0
314521	627	0
314664	936	6
314972	1463	0
315237	830	393
315455	658	0
317515	1459	578
318800	1168	87
318893	1083	1418
319572	1320	30
319957	725	29
320561	1152	30336
320597	1204	386
321219	524	0
321240	811	41
321381	558	172
321514	532	7136
321668	767	0
321708	1094	0
321877	1003	13
322851	423	0
323078	777	0
323128	1620	0
323374	2104	0
323645	1514	407
323798	2260	958
324200	1563	66
324231	457	0
324418	1772	0
324918	1565	0
325238	793	3
326207	1042	155
326661	896	0
326705	2030	65
327044	1344	473
327454	1773	0
327826	1027	4
328229	720	194
328915	914	1
328916	842	10
330279	1302	143
330946	1024	20
331378	2615	2748
331726	1253	842
332060	2115	609
332201	572	2
332706	743	0
332874	891	59
332911	724	0
332950	767	2
333015	1605	258
333050	1170	105
334242	1223	0
334612	1794	386
335160	1632	371
335264	893	172
335412	1307	918
335613	780	0
335729	978	0
335741	639	0
335926	605	0
336040	1652	1867
336125	2093	0
336690	954	1108
337150	1282	20
337206	705	0
337275	1289	27
337364	885	3
337733	1439	1354
337766	2247	2523
337785	1878	2083
338432	1712	975
338433	1747	55
338621	996	475
338860	1654	327
338926	1952	7900
340993	1899	2460
341548	1269	721
341724	1954	410
341817	725	96
343002	884	0
343277	859	287
343378	780	257
345308	2160	2769
345532	2190	214
345607	2295	817
345685	1738	132
346059	1636	20241
346103	1282	555
346307	1556	57116
346659	2798	30085
346791	914	12344
347655	1646	4003
347683	411	2352
349030	1695	5459
349074	2756	12733
349427	1218	942
349781	2007	96
352148	3944	332
352299	2070	1026
353024	1931	8208
353807	2132	192066
354003	1203	2274
354125	1256	1500
354576	1403	12702
355193	426	0
355691	707	1
355737	1688	80
355793	1202	1756
356230	3010	9106
356870	797	262
357309	760	41
357360	564	2864
357534	1966	297
357819	446	64
357881	741	49
358084	728	46
358173	586	3
358603	997	10
358862	2071	7
359028	949	0
359244	734	0
359258	527	0
359353	920	4
359391	1736	18
359590	2010	581
359876	849	218
360543	1537	178
360766	1412	0
360781	844	154
360911	791	23
360989	732	0
361053	1335	15
361055	865	55
361099	811	0
361196	1105	3
361212	1003	0
361275	1487	370
361276	2300	1611
361321	956	1
361323	2217	41
361341	660	1
361641	1087	65
361678	836	61
361942	632	1509
362073	1101	99
362155	2309	3358
362527	580	21
362666	1798	872
362703	2355	121
362834	523	0
363033	459	35
363060	867	0
363088	1312	161
363186	2555	3403
363191	571	0
364063	1380	162
364079	2364	454
364097	991	139
364175	1575	4
364526	3279	10643
366639	1854	1006
366706	841	2258
366709	700	15
367136	933	21
367352	1070	1005
367406	752	2
367546	1549	0
367563	1047	20
367609	1167	254
367612	575	5
368105	1086	395
368135	1235	1219
368187	2134	33
368737	936	826
368936	2700	128
368952	1991	342
369023	1218	0
369302	895	20
369367	829	27
369452	610	19
369568	1537	390
370308	3050	3181
371135	1620	324
371175	1327	432
371609	1214	72
371618	695	73
371865	793	95
371895	731	2
372116	549	0
372204	742	54
372445	2469	1008
372933	1603	1417
372946	1062	81
372979	1146	113
373113	832	276
373146	780	308
373176	925	50
373220	1693	284
373335	1142	367
373494	750	646
373756	1031	67043
374010	1246	346
374664	2505	273
374682	1115	111
374930	2973	3522
374960	2301	782
375318	2691	4984
375351	1339	2853
375474	1003	363
375591	1593	1146
376024	1900	325
376152	2005	88
376153	1561	0
376228	3123	148
376480	1316	3
376530	1410	0
376586	1011	219
377165	948	17
377291	2232	122
377360	953	25
377473	674	0
377652	935	68
377770	674	50
377842	883	710
377884	874	13
377987	2393	262
378389	1511	900
379330	1528	293
379612	1176	277
380203	2143	6438
380352	983	0
380880	1005	1055
381444	2512	848
381728	1065	0
382020	966	0
382277	1568	5471
382732	375	165
383247	1007	2428
383488	1303	3182
385194	2612	159
385590	1634	1256
385634	1171	56
385798	1534	1956
385847	653	38
386311	661	32
386408	1830	1212
386409	4415	7533
386697	1626	9
387942	1655	546
389071	1595	4076
389169	1922	14091
389345	555	23
389357	2819	2887
389566	2060	902
389633	842	721
389825	1975	2370
390256	797	6716
390705	1894	581
390770	1452	948
391421	769	122
392321	1286	1656
392372	1770	190
392441	1076	9424
392559	1632	531
392802	1632	1570
394530	1424	379
395831	759	79
395879	741	4
395886	1368	1471
397171	2435	2569
397685	1704	822
398256	1101	48
399298	854	9754
399343	568	132
399877	605	5517
400971	1674	3434
401814	1294	138
403079	1094	18
403166	443	759
403605	1666	27
404584	1127	122
404827	670	80
404957	1125	4451
405202	1235	466
405208	3512	7313
405839	1490	1130
405863	2371	2617
405971	590	8143
406771	1303	358
406830	1564	129
408237	647	201
409207	952	1913
409208	1101	699
410678	2734	4278
413229	1576	14335
413324	625	705
413388	1429	118080
413804	781	186
413931	1479	4438
414661	1501	3190
415541	1415	453
417196	1235	3
417587	1377	6532
418220	815	0
418977	894	50
419023	1486	593
419323	826	44
419399	967	44
419426	844	36
419693	1419	1631
419981	3248	1071
420281	1255	3964
423332	560	0
423453	725	10087
423608	1719	78801
423694	980	5282
423772	949	1769
423886	1065	31
424288	658	53
424364	889	158
425912	655	577
425913	1075	360
426854	1320	1086
427268	865	88
427802	1254	774
428533	725	1462
429319	719	5
429430	1072	53
429432	768	6
429684	352	1554
429786	390	0
429798	987	37
429951	749	5
430188	1252	2
430565	547	397
430654	1355	37
430735	882	445
431047	750	1088
431263	1656	98
431684	1031	0
431819	715	0
431852	859	0
432122	727	2
432505	480	0
432796	944	0
432808	685	126
432896	1166	528
433589	2713	174
433741	1047	0
433887	952	27
433895	958	700
433930	1081	1071
434083	606	104
434365	2801	751
434612	722	1625
435366	2071	4055
435612	2570	568
436098	582	11
436215	731	682
436305	641	1105
436314	3856	8233
436414	2791	819
436541	603	90
436826	758	334
436874	933	245
437543	1044	745
437657	2531	2687
437990	769	87
438044	928	4
438444	951	53
438484	679	0
439161	1477	51
439271	867	9
439399	784	137
439402	1319	2
439509	2207	455
439661	382	7
439726	2798	123333
439959	665	12
439983	1497	105
440292	1964	2557
440317	1146	1297
440467	1832	307
440907	2030	7496
441224	1619	1
441551	1954	17290
442117	1696	1791
442257	984	11
442780	1635	23
442881	1090	1051
443541	1375	48
443663	1054	21
443737	591	0
443788	817	0
443965	426	0
444194	1555	46
444415	766	445
445165	692	248
445238	2398	3060
445419	2564	1627
445422	524	0
445976	828	3342
446074	674	0
446164	3252	2969
446421	528	41
446621	2431	8295
447741	1037	52801
448771	2695	3356
449961	930	4650
450061	1220	2464
450606	1382	936
453223	1500	1739
453254	1024	1198
454024	573	0
454266	766	141
454571	788	56
455896	1479	25
455915	1597	6055
455957	1408	40
455990	1364	1565
456113	1681	520
456130	1520	75
456233	1440	285
456604	777	417
456688	428	112
457217	690	43
457670	1269	70
457837	1211	11865
459181	985	7
459258	783	26
459317	356	11
459323	1287	76
459332	539	3
459334	657	549
459734	2475	689
459926	738	7
460014	1017	5
460155	1018	0
460195	848	62
460228	1077	1215
460237	504	0
460279	514	0
460295	296	0
460369	1161	0
460374	727	0
460414	965	0
460573	2009	1711
460763	1101	765
460829	580	3
460845	1344	18582
461048	1735	846
461280	683	0
461295	917	23
461313	615	60
461443	693	26
461565	893	37
461793	819	1079
461795	1214	2095
461878	1033	70
462024	458	5
462119	1195	83
462483	550	1731
462492	721	7762
462529	1135	73
462618	947	145
462653	1966	566
462902	658	45
463535	1089	421
464084	1381	825
464189	704	471
464364	1904	8
464489	3487	0
464542	1133	12100
464726	3060	7903
464745	591	106
464813	695	0
465015	2558	26197
465037	1594	181
465212	1689	478
465226	1933	198
465276	2811	461
465835	1354	3
465854	1029	0
465987	718	48
466272	412	93
466515	2066	1618
466585	1197	80
467123	2196	1439
467191	1651	130
467344	1478	693
467468	1841	510
467481	614	19066
467665	875	237
467909	682	113
468686	1230	3895
468753	796	53
468793	871	76
468893	672	1524
468919	731	143
468960	801	9673
469007	1017	272
469008	1712	1007
469417	1800	877
469504	474	29
469528	1015	12
469587	3768	0
469961	539	0
470182	1265	10
470385	852	61
470466	1011	1540
471021	941	109
471192	1116	832
471531	1175	551
471564	1207	574
471577	853	5073
471746	825	15
471815	971	1
471823	2018	80
471829	440	7
472460	371	26
472618	498	31
472630	821	252
472726	1455	333
473578	1183	45
473707	1513	14558
473812	881	378
474081	1889	825
474279	537	162
474876	5075	682
475228	2192	181
475255	1856	42
475289	1572	3276
